Latitude,Longitude,Depth,Time,OriginID,EventID,JulianDate,Ndef,Grn,Srn,Mb,Ml,EvtType
37.4846,-116.3154,0,913426891.4,6800719,768593,1998346,44,41,3,3.9,3.6,qt
37.18,-116.6,9.2,891544816,787592,754694,1998092,14,41,3,-999,3.4,qt
37.1677,-116.5987,7.47,891544816.4,7834083,754694,1998092,26,41,3,-999,3.6,-
37.1785,-116.5957,9.2,891544816.5,4032989,754694,1998092,28,41,3,-999,3.38,-
37.1742,-116.6048,5.91,891544816.5,2715343,754694,1998092,-1,41,3,-999,3.57,-
37.1785,-116.5957,9.2,891544816.5,4378644,754694,1998092,28,41,3,-999,3.38,-
37.1785,-116.5957,9.2,891544816.5,5300873,754694,1998092,28,41,3,-999,3.38,qt
37.2378,-116.5346,9.2,891544816.2,6480886,754694,1998092,14,41,3,-999,-999,qt
36.789,-115.986,5,917527142.7,805408,770911,1999028,16,40,3,3,3.4,qt
36.7895,-115.9832,8.86,917527142.6,7835091,770911,1999028,9,40,3,-999,3.2,-
36.7807,-115.8492,75.1,917527141.1,4034317,770911,1999028,6,40,3,-999,3.13,-
36.7873,-115.9793,4.8,917527142.6,2717985,770911,1999028,-1,40,3,-999,3.22,-
36.789,-115.986,5,917527142.7,4392868,770911,1999028,16,40,3,-999,3.4,-
36.789,-115.986,5,917527142.7,5332097,770911,1999028,16,40,3,-999,3.4,-
36.791,-115.979,5,917527142.8,7389905,770911,1999028,21,40,3,2.9,-999,qt
36.816,-115.989,5,917433863.3,805362,770868,1999027,58,40,3,4.4,4.8,qt
36.9616,-115.95,11.7,917433867.2,7017669,770868,1999027,30,40,3,4,3.9,-
36.8122,-116.0093,0,917433862.5,4034312,770868,1999027,5,40,3,-999,4.38,-
36.783,-115.9778,9.36,917433861.8,2717843,770868,1999027,-1,40,3,-999,4.7,-
36.816,-115.989,5,917433863.3,4392846,770868,1999027,58,40,3,-999,4.8,-
36.816,-115.989,5,917433863.3,5332029,770868,1999027,58,40,3,-999,4.8,-
36.84,-115.97,0.5,917433863.3,7389758,770868,1999027,88,40,3,4.1,-999,qt
36.81,-115.967,5,917293913.9,805268,770782,1999025,19,40,3,3.1,3.5,qt
36.3072,-115.9401,7.7,917293911.5,7017591,770782,1999025,7,40,3,3.1,3.6,-
36.819,-115.905,6,917293914.1,4034304,770782,1999025,7,40,3,-999,3.11,-
36.807,-115.9617,5.33,917293914.1,2717758,770782,1999025,-1,40,3,-999,3.59,-
36.819,-115.905,6.02,917293914.1,4392804,770782,1999025,7,40,3,-999,3.11,-
36.819,-115.905,6.02,917293914.1,5331906,770782,1999025,7,40,3,-999,3.11,qt
36.822,-115.983,9.3,917293914.7,7389543,770782,1999025,25,40,3,2.7,-999,qt
36.817,-115.959,5,917290326.1,805263,770778,1999025,54,40,3,4.4,4.5,qf
36.7239,-116.0558,7.2,917290327.2,7017584,770778,1999025,15,40,3,3.7,3.7,-
36.8052,-116.0373,0,917290326.3,4034302,770778,1999025,7,40,3,-999,4.2,-
36.7913,-115.9755,0.04,917290325.2,2717749,770778,1999025,-1,40,3,-999,4.03,-
36.8052,-116.0373,0,917290326.3,4392801,770778,1999025,7,40,3,-999,4.2,-
36.8052,-116.0373,0,917290326.3,5331901,770778,1999025,7,40,3,-999,4.2,qt
36.819,-115.957,3.2,917290326.2,7389534,770778,1999025,68,40,3,3.9,-999,qt
36.82,-115.92,0,917060432,805110,770646,1999023,52,40,3,-999,3.7,qt
36.8237,-115.9248,0,917060432.4,4034293,770646,1999023,6,40,3,-999,3.48,-
36.8042,-115.9585,0.01,917060432.6,2717644,770646,1999023,-1,40,3,-999,3.85,-
36.8237,-115.9248,0,917060432.4,4392738,770646,1999023,6,40,3,-999,3.48,-
36.8237,-115.9248,0,917060432.4,5331720,770646,1999023,6,40,3,-999,3.48,qt
36.862,-115.96,0,917060433.2,7389136,770646,1999023,52,40,3,-999,-999,qt
36.864,-116.249,10,874071414.1,775586,743984,1997255,22,40,3,-999,4,qt
36.8463,-116.26,12.38,874071414.4,7833350,743984,1997255,41,40,3,-999,3.9,-
36.8554,-116.4087,0,874071413.6,6992823,743984,1997255,10,40,3,-999,3.6,-
36.852,-116.26,13.4,874071414.7,4030835,743984,1997255,37,40,3,-999,4.15,-
36.8423,-116.2652,11.61,874071414.6,2713029,743984,1997255,-1,40,3,-999,3.87,-
36.852,-116.26,13.44,874071414.7,4351107,743984,1997255,37,40,3,-999,4.15,-
36.852,-116.26,13.44,874071414.7,5262671,743984,1997255,37,40,3,-999,4.15,qt
36.9987,-116.1804,10,874071415.4,6449359,743984,1997255,52,40,3,-999,-999,qt
37.16,-115.937,5,862019375.2,768870,737983,1997116,46,41,3,-999,4.3,qt
37.1737,-115.9695,10.21,862019375.2,7832988,737983,1997116,28,41,3,-999,4.1,-
37.3745,-116.1554,0,862019377.2,6985833,737983,1997116,9,41,3,3,3.6,-
37.1713,-115.9668,9.5,862019375.4,4029957,737983,1997116,28,41,3,-999,4.34,-
37.1785,-115.9698,9.01,862019375.4,2711863,737983,1997116,-1,41,3,-999,4.05,-
37.1713,-115.9668,9.52,862019375.4,4345056,737983,1997116,28,41,3,-999,4.34,-
37.1713,-115.9668,9.52,862019375.4,5248458,737983,1997116,28,41,3,-999,4.34,qt
37.1696,-115.9559,5.2,862019375.4,6785368,737983,1997116,56,41,3,3,-999,qt
37.107,-116.415,10,807194086.5,732927,706312,1995212,34,41,3,-999,4.2,qf
37.0957,-116.4057,15.76,807194086.8,7831436,706312,1995212,32,41,3,-999,4.2,-
37.0962,-116.4095,16.35,807194087.1,2707077,706312,1995212,-1,41,3,-999,4.09,-
37.0962,-116.4095,16.35,807194087.1,4324406,706312,1995212,54,41,3,-999,4.18,-
37.0962,-116.4095,16.35,807194087.1,5172702,706312,1995212,54,41,3,-999,4.18,qt
37.09,-116.72,0,807194087.5,6948221,706312,1995212,13,41,3,-999,4,-
37.1056,-116.4163,9.9,807194086.9,6737706,706312,1995212,41,41,3,-999,-999,qt
36.648,-116.148,5,738775262.7,688801,665710,1993150,33,40,3,-999,4.4,qt
36.723,-116.1173,1.55,738775262.7,7829222,665710,1993150,36,40,3,-999,4.3,-
36.7193,-116.1158,0,738775262.8,4015622,665710,1993150,81,40,3,-999,4.27,-
36.7193,-116.1158,0.08,738775262.8,2701677,665710,1993150,-1,40,3,-999,4.2,-
36.7193,-116.1158,0.08,738775262.8,4295155,665710,1993150,81,40,3,-999,4.27,-
36.7193,-116.1158,0.08,738775262.8,5067061,665710,1993150,81,40,3,-999,4.27,qt
36.648,-116.1639,5,738775262.9,6230055,665710,1993150,34,40,3,3.2,-999,qt
36.707,-116.336,5,721081442.5,677550,655407,1992311,11,40,3,-999,2.7,qf
36.7057,-116.3048,11.44,721081442.7,7827863,655407,1992311,38,40,3,-999,3.4,-
36.7032,-116.4157,6,721081444.3,4278962,655407,1992311,20,40,3,-999,3.12,-
36.7027,-116.3068,10.65,721081443.1,2698648,655407,1992311,-1,40,3,-999,3.25,-
36.707,-116.336,5,721081442.4,5040145,655407,1992311,-1,40,3,-999,2.7,qt
36.6818,-116.2934,5,721081442.9,6200177,655407,1992311,16,40,3,-999,-999,qt
36.7302,-116.2478,10.78,718589777.4,7836011,1795785,1992283,31,40,3,-999,3.2,-
36.7317,-116.2505,9.5,718589777.9,4276111,1795785,1992283,39,40,3,-999,3.25,-
36.7317,-116.2505,9.5,718589777.9,4011386,1795785,1992283,39,40,3,-999,3.43,-
36.7317,-116.2505,9.5,718589777.9,2698075,1795785,1992283,-1,40,3,-999,3.1,-
36.7317,-116.2505,9.5,718589777.9,5035048,1795785,1992283,39,40,3,-999,3.43,qt
36.7618,-116.2708,11.5,718547036.4,7836007,1795721,1992282,35,40,3,-999,3.8,-
36.7602,-116.2713,10.3,718547036.9,4276045,1795721,1992282,43,40,3,-999,3.8,-
36.7602,-116.2713,10.3,718547036.9,4011367,1795721,1992282,43,40,3,-999,3.85,-
36.7602,-116.2713,10.3,718547036.9,2698067,1795721,1992282,-1,40,3,-999,3.65,-
36.7602,-116.2713,10.3,718547036.9,5034946,1795721,1992282,43,40,3,-999,3.85,qt
36.708,-116.304,5,716384780.1,674850,652888,1992257,84,40,3,4,4.4,qf
36.732,-116.299,7.41,716384780.7,4272872,652888,1992257,53,40,3,-999,4.1,-
36.7243,-116.3047,9.3,716384780.8,4010707,652888,1992257,64,40,3,-999,4.54,-
36.732,-116.299,7.41,716384780.7,2697726,652888,1992257,-1,40,3,-999,4.1,-
36.7243,-116.3047,9.33,716384780.8,5028662,652888,1992257,64,40,3,-999,4.54,qt
36.7091,-116.3065,7.7,716384780.4,6191229,652888,1992257,92,40,3,-999,-999,qt
36.689,-116.283,5,710319252.4,670893,649220,1992187,36,40,3,-999,4.4,qf
36.731,-116.272,7.99,710319253,4258360,649220,1992187,57,40,3,-999,4.4,-
36.7277,-116.2748,13,710319253.1,4009146,649220,1992187,83,40,3,-999,4.42,-
36.731,-116.272,7.99,710319253,2696543,649220,1992187,-1,40,3,-999,4.4,-
36.731,-116.272,-999,710319240,2853666,649220,1992187,-1,40,3,-999,4.4,-
36.7277,-116.2748,13,710319253.1,5002899,649220,1992187,83,40,3,-999,4.42,qt
36.7053,-116.3167,10.8,710319253.6,6180125,649220,1992187,42,40,3,3.4,-999,qt
36.736,-116.292,7.94,710229450.6,4257773,1778048,1992186,42,40,3,-999,3.2,-
36.7293,-116.2975,9.7,710229450.8,4009092,1778048,1992186,25,40,3,-999,2.61,-
36.736,-116.292,7.94,710229450.6,2696492,1778048,1992186,-1,40,3,-999,3.2,-
36.7293,-116.2975,9.72,710229450.8,5002203,1778048,1992186,25,40,3,-999,2.61,qt
36.686,-116.238,5,709813862.5,670423,648768,1992181,28,40,3,4.3,-999,qt
36.733,-116.25,6.64,709813863.4,4253811,648768,1992181,27,40,3,-999,4.3,-
36.6257,-116.1473,12.9,709813860.9,4008730,648768,1992181,46,40,3,-999,4.32,-
36.733,-116.25,6.64,709813863.4,2695099,648768,1992181,-1,40,3,-999,4.3,-
36.733,-116.25,-999,709813860,2851870,648768,1992181,-1,40,3,-999,4.3,-
36.6257,-116.1473,12.9,709813860.9,4998547,648768,1992181,46,40,3,-999,4.32,qt
36.7002,-116.2625,5,709813862.7,6179168,648768,1992181,34,40,3,4.2,-999,qt
36.705,-116.293,8.8,709812862.3,670421,648766,1992181,262,40,3,5.6,5.8,qd
36.7183,-116.286,11.8,709812860.1,4253805,648766,1992181,72,40,3,-999,5.61,-
36.6378,-116.1708,13,709812860.1,4008729,648766,1992181,72,40,3,-999,5.61,-
36.721,-116.294,9.51,709812862.4,2695098,648766,1992181,-1,40,3,-999,5.6,-
36.721,-116.294,-999,709812840,2851869,648766,1992181,-1,40,3,-999,5.6,-
36.6378,-116.1708,13.09,709812860.1,4998540,648766,1992181,72,40,3,-999,5.61,qt
36.7,-116.29,10,709812862.4,6929182,648766,1992181,-1,40,3,5.5,-999,-
36.714,-116.3068,9.2,709812862.5,6179164,648766,1992181,327,40,3,5.5,5.5,qt
39.327,-120.4919,17,975771256.8,7735046,1470540,2000337,99,36,3,3.9,3.7,qt
39.4425,-120.2692,17.4,975771258.1,7048904,1470540,2000337,14,36,3,4,4.3,-
39.379,-120.451,14.3,975771255.4,2315892,1470540,2000337,99,36,3,4.3,4.9,qf
39.3787,-120.4507,14.28,975771255.4,4044121,1470540,2000337,-1,36,3,-999,4.91,-
39.379,-120.451,14.3,975771255.4,5402902,1470540,2000337,99,36,3,-999,4.4,qf
38.2176,-122.2563,0,967970190.6,7044012,1384177,2000247,27,36,3,4.4,4.3,-
38.379,-122.413,10.2,967970190.1,2249544,1384177,2000247,146,36,3,4.9,5.2,qt
38.3788,-122.4127,10.12,967970190.1,5393676,1384177,2000247,75,36,3,-999,5.17,qt
38.319,-122.3379,7.7,967970190.2,7685117,1384177,2000247,162,36,3,4.8,4.7,qt
37.79,-115.79,16.2,967834980,2249443,1384076,2000245,36,41,3,-999,4.1,qt
37.7968,-115.7975,16.25,967834980.2,4042024,1384076,2000245,-1,41,3,-999,4.09,-
37.79,-115.79,16.2,967834980,5393536,1384076,2000245,36,41,3,-999,4.1,-
37.805,-115.8629,16.2,967834981.6,7684439,1384076,2000245,36,41,3,-999,-999,qt
34.592,-116.265,7.4,945959454.4,1710601,1323158,1999357,44,43,3,-999,4.1,qt
34.592,-116.265,7.42,945959454.4,4406985,1323158,1999357,65,43,3,-999,4.08,-
34.592,-116.265,7.42,945959454.4,5368472,1323158,1999357,65,43,3,-999,4.08,qt
34.645,-116.299,7.4,945959453.2,7439082,1323158,1999357,45,43,3,-999,-999,qt
34.638,-116.288,3.4,942474816.9,1708759,1321310,1999317,26,43,3,-999,3,qt
34.638,-116.288,3.35,942474816.9,4405065,1321310,1999317,60,43,3,-999,3.04,-
34.638,-116.288,3.35,942474816.9,5363613,1321310,1999317,60,43,3,-999,3.04,qt
34.62,-116.255,3.4,942474816.2,7432623,1321310,1999317,26,43,3,-999,-999,qt
34.83,-116.4,4.5,940767204,1707685,1320235,1999297,35,43,3,-999,3.4,qt
34.83,-116.4,4.5,940767204,4404059,1320235,1999297,35,43,3,-999,3.4,-
34.842,-116.399,4.19,940767204.2,5360657,1320235,1999297,53,43,3,-999,3.55,qt
34.812,-116.429,4.6,940767203.8,7429541,1320235,1999297,35,43,3,-999,-999,qt
34.5,-116.27,0,940564173,1707541,1320090,1999295,43,43,3,-999,4,qt
34.4044,-116.136,0,940564174.6,7028813,1320090,1999295,11,43,3,3.7,3.8,-
34.5,-116.27,0,940564173,4403918,1320090,1999295,43,43,3,-999,4,-
34.509,-116.269,0,940564173.5,5360181,1320090,1999295,67,43,3,-999,4.02,qt
34.474,-116.214,0,940564172.3,7429196,1320090,1999295,43,43,3,3.8,-999,qt
34.71,-116.34,5,940335644,1707368,1319917,1999292,53,43,3,-999,4.6,qt
34.71,-116.34,5,940335644,4403796,1319917,1999292,53,43,3,-999,4.6,-
34.71,-116.341,7.55,940335644.3,5359651,1319917,1999292,60,43,3,-999,4.52,qt
34.739,-116.329,9.6,940335643.1,7428784,1319917,1999292,53,43,3,-999,-999,qt
34.74,-116.27,14.3,940329579,1707363,1319912,1999292,35,43,3,-999,4.1,qt
34.74,-116.27,14.3,940329579,4403793,1319912,1999292,35,43,3,-999,4.1,-
34.701,-116.305,0.68,940329580.2,5359620,1319912,1999292,62,43,3,-999,4.12,qt
34.7,-116.258,18.3,940329580.2,7428770,1319912,1999292,35,43,3,-999,-999,qt
34.67,-116.34,6,940108250,1707106,1319654,1999289,37,43,3,-999,4.1,qt
34.67,-116.34,6,940108250,4403612,1319654,1999289,37,43,3,-999,4.1,-
34.67,-116.338,2.51,940108250.5,5358513,1319654,1999289,70,43,3,-999,4.04,qt
34.68,-116.369,10.1,940108250,7428306,1319654,1999289,37,43,3,-999,-999,qt
34.442,-116.248,1.9,940078641,1707017,1319565,1999289,197,43,3,5.2,5.7,qt
34.3457,-116.0832,0,940078641.3,7028638,1319565,1999289,35,43,3,4.8,4.9,-
34.442,-116.248,1.92,940078641,5358281,1319565,1999289,62,43,3,-999,5.7,qt
34.334,-116.219,6,940078641.2,7428207,1319565,1999289,205,43,3,5.2,5.4,qt
34.594,-116.271,0,940067204.1,1706984,1319532,1999289,527,43,3,6.3,7.3,qt
34.5407,-116.3608,0,940067205.6,7028628,1319532,1999289,32,43,3,5.4,5.3,-
34.594,-116.271,0,940067204.1,4403501,1319532,1999289,55,43,3,-999,7.1,-
34.594,-116.271,0.01,940067204.1,5358166,1319532,1999289,55,43,3,-999,7.1,qt
34.59,-116.27,0,940067204.1,6916275,1319532,1999289,-1,43,3,6.3,-999,-
34.578,-116.442,0,940067205,7428154,1319532,1999289,702,43,3,6.2,7.4,qt
37.137,-117.768,0,737820802.6,688103,665055,1993139,206,40,3,4.9,5.2,qf
37.1347,-117.7912,8.1,737820803.4,4014868,665055,1993139,100,40,3,-999,5.01,-
37.1347,-117.7912,8.1,737820803.4,2700979,665055,1993139,-1,40,3,-999,5.17,-
37.1383,-117.7332,6,737820803.8,4293785,665055,1993139,75,40,3,-999,4.9,-
37.1347,-117.7912,-999,737820780,2861504,665055,1993139,-1,40,3,-999,5,-
37.1347,-117.7912,8.1,737820803.4,5064779,665055,1993139,99,40,3,-999,5.01,qt
37.1342,-117.7605,9.2,737820803.6,6227560,665055,1993139,204,40,3,4.8,4.2,qt
37.15,-117.805,7.3,737786569.6,688075,665028,1993139,44,40,3,-999,3.3,qt
37.152,-117.83,5.9,737786570,4014811,665028,1993139,81,40,3,-999,3.18,-
37.152,-117.83,5.99,737786570,2700922,665028,1993139,-1,40,3,-999,2.78,-
37.1545,-117.7857,6,737786570.3,4293703,665028,1993139,31,40,3,-999,3.1,-
37.152,-117.83,5.99,737786570,5064671,665028,1993139,81,40,3,-999,3.18,qt
37.1711,-117.7234,7.3,737786569.5,6227491,665028,1993139,41,40,3,-999,-999,qt
37.167,-117.799,5.7,737701847.3,687991,664948,1993138,77,40,3,3.1,3.8,qt
37.1648,-117.8315,8.3,737701847.9,4014666,664948,1993138,91,40,3,-999,3.76,-
37.1648,-117.8315,8.36,737701847.9,2700782,664948,1993138,-1,40,3,-999,3.54,-
37.158,-117.7843,6,737701848,4293511,664948,1993138,44,40,3,-999,3.5,-
37.1648,-117.8315,8.36,737701847.9,5064417,664948,1993138,91,40,3,-999,3.76,qt
37.1627,-117.7777,5.7,737701847.8,6227324,664948,1993138,74,40,3,2.9,-999,qt
37.171,-117.775,6.8,737680849.2,687950,664907,1993137,515,40,3,6,6.2,qd
37.1763,-117.8323,9.1,737680850.1,4014612,664907,1993137,100,40,3,-999,6.1,-
37.1763,-117.8323,9.13,737680850.1,2700730,664907,1993137,-1,40,3,-999,6.6,-
37.1763,-117.8323,9.13,737680850.1,4293407,664907,1993137,99,40,3,-999,6.2,-
37.1763,-117.8323,9.13,737680850.1,5064254,664907,1993137,99,40,3,-999,6.1,qt
37.17,-117.78,7,737680849.2,6929898,664907,1993137,-1,40,3,6,-999,-
37.1278,-117.8111,25.9,737680852.1,6227260,664907,1993137,550,40,3,5.9,6,qt
35.622,-112.197,10,737632257.9,687908,664866,1993137,12,42,3,-999,3,qt
35.622,-112.197,10,737632257.9,5064185,664866,1993137,12,42,3,-999,3,-
35.602,-112.1497,10,737632258.2,6227176,664866,1993137,16,42,3,-999,-999,qt
35.625,-112.173,10,736788883.9,687303,664299,1993127,20,42,3,-999,3.8,qt
35.625,-112.173,10,736788883.9,5062807,664299,1993127,-1,42,3,-999,3.8,qt
35.6188,-112.1747,10,736788884.1,6225668,664299,1993127,20,42,3,-999,-999,qt
35.623,-112.061,5,736284745.9,686961,663991,1993121,6,42,3,-999,2.7,qt
35.623,-112.061,5,736284745.9,5062166,663991,1993121,6,42,3,-999,2.7,-
35.6031,-112.0729,5,736284746.2,6224738,663991,1993121,7,42,3,-999,-999,qt
35.617,-112.142,10,736117693.7,686850,663896,1993119,16,42,3,-999,3.6,qt
35.617,-112.142,10,736117693.6,5061908,663896,1993119,-1,42,3,-999,3.6,qt
35.6387,-112.1747,10,736117694.1,6736073,663896,1993119,21,42,3,-999,-999,qt
35.611,-112.112,10,736071660.8,686824,663871,1993119,266,42,3,5.5,5.3,qd
35.596,-112.109,10,736071660.7,5061851,663871,1993119,-1,42,3,-999,5.5,qt
35.6,-112.11,10,736071660.7,6929851,663871,1993119,-1,42,3,5.4,-999,-
35.6107,-112.1061,10,736071661.1,6736001,663871,1993119,325,42,3,5.4,5.1,qt
35.624,-112.147,10,735730190.4,686613,663680,1993115,116,42,3,5,-999,qd
35.624,-112.147,10,735730190.4,5061327,663680,1993115,116,42,3,-999,5,qd
35.6557,-112.1198,10,735730190.8,6224309,663680,1993115,152,42,3,4.9,4.4,qt
37.1353,-113.4968,10.81,716107335.7,4272394,2903943,1992254,13,478,34,-999,2.65,-
37.1353,-113.4968,10.81,716107335.7,5027704,2903943,1992254,13,478,34,-999,2.69,qt
37.09,-113.472,15,715429580.9,674336,652419,1992246,342,478,34,5.7,5.9,qd
37.165,-113.333,9.59,715429579.3,4271167,652419,1992246,10,478,34,-999,5.9,-
37.1068,-113.5062,-999,715429560,2855812,652419,1992246,-1,478,34,-999,5.8,-
37.1068,-113.5062,7.2,715429581.1,5025555,652419,1992246,13,478,34,-999,5.8,qt
37.09,-113.47,15,715429580.9,6929341,652419,1992246,-1,478,34,5.8,-999,-
37.0208,-113.5063,29.7,715429582.2,6189464,652419,1992246,401,478,34,5.6,5.5,qt
